,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
46002,36795,CA-2014-164378,16-07-2014,19-07-2014,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3,0.0,3.6018,1.06,Medium
46007,41147,CA-2013-158155,03-05-2013,07-05-2013,Standard Class,EH-13765,Edward Hooks,Corporate,New York City,New York,United States,10009.0,US,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0.0,4.0192,1.06,Medium
46115,31556,CA-2014-163139,02-12-2014,04-12-2014,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,United States,10009.0,US,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0.0,6.6465,1.04,High
46116,31653,CA-2013-138520,09-04-2013,14-04-2013,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0.0,6.9864,1.04,Medium
46117,31776,CA-2013-100790,27-06-2013,03-07-2013,Standard Class,JG-15805,John Grady,Corporate,New York City,New York,United States,10024.0,US,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0.0,6.615,1.04,Medium
46119,33747,CA-2014-140949,18-03-2014,23-03-2014,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,5,0.0,9.0,1.04,Medium
46182,32540,US-2013-162859,15-02-2013,22-02-2013,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,United States,10009.0,US,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0.0,3.5752,1.03,Low
46191,37250,US-2011-105151,30-03-2011,31-03-2011,First Class,SG-20890,Susan Gilcrest,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,0.0,2.94,1.03,Critical
46290,34396,CA-2014-131233,15-04-2014,20-04-2014,Standard Class,CS-12355,Christine Sundaresam,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022,1.01,Medium
46298,37632,CA-2011-133305,11-07-2011,15-07-2011,Standard Class,MH-17455,Mark Hamilton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5,0.2,6.398,1.01,Medium
46301,39905,CA-2011-151946,04-06-2011,09-06-2011,Standard Class,BT-11440,Bobby Trafton,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",15.56,4,0.0,4.0456,1.01,Medium
46303,40681,CA-2014-100433,12-08-2014,17-08-2014,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New York City,New York,United States,10009.0,US,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,25.92,4,0.0,12.4416,1.01,Medium
46360,41101,CA-2012-122973,18-07-2012,20-07-2012,Second Class,PJ-19015,Pauline Johnson,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,1,0.0,2.1402,1.0,High
46409,32459,CA-2011-127964,03-03-2011,08-03-2011,Standard Class,AP-10720,Anne Pryor,Home Office,New York City,New York,United States,10035.0,US,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,0.99,High
46411,33860,CA-2012-110632,17-03-2012,22-03-2012,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10009.0,US,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1,0.0,2.7036,0.99,Medium
46418,38765,CA-2011-138100,15-09-2011,20-09-2011,Standard Class,AA-10315,Alex Avila,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,14.94,3,0.0,7.0218,0.99,Medium
46473,38337,CA-2014-103443,18-12-2014,24-12-2014,Standard Class,AT-10735,Annie Thurman,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.816,3,0.2,8.3754,0.98,Medium
46542,33934,CA-2014-108441,13-06-2014,19-06-2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,4,0.0,9.3296,0.97,Medium
46547,37210,US-2012-126977,17-09-2012,23-09-2012,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,1.043,0.97,Medium
46548,37688,CA-2013-129126,15-12-2013,20-12-2013,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.0,6.7252,0.97,Medium
46550,38636,CA-2012-159590,18-07-2012,21-07-2012,First Class,KC-16255,Karen Carlisle,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,5.76,2,0.0,1.6128,0.97,Medium
46619,40071,CA-2012-132276,23-02-2012,28-02-2012,Standard Class,LC-16960,Lindsay Castell,Home Office,New York City,New York,United States,10024.0,US,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.896,2,0.2,3.8136,0.96,Medium
46679,40474,CA-2013-166618,15-11-2013,19-11-2013,Standard Class,DP-13000,Darren Powers,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",13.98,2,0.0,3.9144,0.95,Medium
46733,34197,CA-2012-166464,12-09-2012,17-09-2012,Standard Class,PG-18895,Paul Gonzalez,Consumer,New York City,New York,United States,10035.0,US,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6,4,0.0,6.048,0.94,Medium
46742,37354,CA-2011-107524,02-03-2011,08-03-2011,Standard Class,KN-16705,Kristina Nunn,Home Office,New York City,New York,United States,10009.0,US,East,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11.36,2,0.0,5.3392,0.94,Medium
46752,40830,CA-2013-116596,28-10-2013,01-11-2013,Standard Class,BW-11200,Ben Wallace,Consumer,New York City,New York,United States,10011.0,US,East,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",40.67,7,0.0,12.6077,0.94,Medium
46808,35269,CA-2013-167556,30-03-2013,03-04-2013,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",13.48,2,0.0,6.74,0.93,Medium
46813,37692,CA-2013-129126,15-12-2013,20-12-2013,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0.0,4.6305,0.93,Medium
46817,39616,CA-2014-133620,14-11-2014,19-11-2014,Standard Class,EM-14065,Erin Mull,Consumer,New York City,New York,United States,10009.0,US,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,0.93,Medium
46859,36159,CA-2013-125164,11-11-2013,15-11-2013,Standard Class,SH-19975,Sally Hughsby,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,20.368,1,0.2,7.3834,0.92,Medium
46920,37125,CA-2014-161067,04-09-2014,07-09-2014,Second Class,KB-16405,Katrina Bavinger,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224,0.91,High
46966,33624,CA-2012-105102,15-09-2012,19-09-2012,Second Class,BM-11575,Brendan Murry,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0.0,6.2208,0.9,Medium
46982,40566,US-2014-102183,22-08-2014,29-08-2014,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,32.088,7,0.2,11.2308,0.9,Medium
47026,31834,CA-2012-147851,03-12-2012,08-12-2012,Standard Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10009.0,US,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,4,0.2,3.36,0.89,Medium
47029,33592,CA-2012-113145,01-11-2012,05-11-2012,Standard Class,VD-21670,Valerie Dominguez,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,6.2192,0.89,Medium
47034,38218,CA-2014-109211,05-04-2014,11-04-2014,Standard Class,PS-19045,Penelope Sewall,Home Office,New York City,New York,United States,10011.0,US,East,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98,1,0.0,8.49,0.89,Medium
47041,40832,CA-2013-116596,28-10-2013,01-11-2013,Standard Class,BW-11200,Ben Wallace,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,9.728,2,0.2,3.2832,0.89,Medium
47042,41170,CA-2013-100587,11-12-2013,15-12-2013,Standard Class,SL-20155,Sara Luxemburg,Home Office,New York City,New York,United States,10024.0,US,East,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,6.48,1,0.0,3.1104,0.89,High
47092,33753,CA-2014-140949,18-03-2014,23-03-2014,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1,0.0,3.4357,0.88,Medium
47293,37032,CA-2011-111773,29-06-2011,03-07-2011,Standard Class,JK-15625,Jim Karlsson,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872,0.85,Medium
47299,38849,CA-2011-140396,20-11-2011,25-11-2011,Standard Class,KH-16330,Katharine Harms,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,12.96,3,0.2,4.536,0.85,Medium
47355,39018,CA-2012-108588,05-01-2012,10-01-2012,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168,2,0.2,4.6088,0.84,Medium
47620,32169,CA-2011-148488,10-12-2011,15-12-2011,Standard Class,SM-20005,Sally Matthias,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0.0,5.2256,0.79,Medium
47621,32696,CA-2013-124485,25-11-2013,27-11-2013,First Class,NC-18340,Nat Carroll,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,6.48,1,0.0,3.1104,0.79,High
47691,33251,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.214,0.78,High
47692,33760,CA-2014-148691,04-12-2014,10-12-2014,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184,0.78,Medium
47702,40568,CA-2013-100510,13-05-2013,18-05-2013,Standard Class,HM-14860,Harry Marie,Corporate,New York City,New York,United States,10024.0,US,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0.0,4.4088,0.78,Medium
47751,32504,CA-2013-137050,15-07-2013,19-07-2013,Second Class,SW-20755,Steven Ward,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,0.77,Medium
47762,36798,CA-2014-164378,16-07-2014,19-07-2014,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.3904,0.77,Medium
47768,38410,CA-2013-109666,20-04-2013,27-04-2013,Standard Class,KM-16720,Kunst Miller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28,2,0.2,3.248,0.77,Medium
47824,38420,CA-2012-128013,09-08-2012,16-08-2012,Standard Class,MF-18250,Monica Federle,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0.0,4.4088,0.76,Medium
47929,31658,CA-2014-144904,26-09-2014,02-10-2014,Standard Class,KW-16435,Katrina Willman,Consumer,New York City,New York,United States,10009.0,US,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,0.74,Medium
47938,38407,CA-2013-109666,20-04-2013,27-04-2013,Standard Class,KM-16720,Kunst Miller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76,2,0.0,2.2504,0.74,Medium
47983,31914,CA-2014-117947,19-08-2014,24-08-2014,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,0.73,Medium
48099,31779,CA-2011-127691,22-07-2011,27-07-2011,Standard Class,EM-14065,Erin Mull,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.0,1.6688,0.71,High
48116,38128,US-2014-123204,22-07-2014,28-07-2014,Standard Class,CS-11860,Cari Schnelling,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,4,0.0,4.5448,0.71,Medium
48126,41237,CA-2013-169824,13-12-2013,18-12-2013,Standard Class,NS-18640,Noel Staavos,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,11.2,7,0.0,4.816,0.71,Medium
48177,37375,CA-2013-151561,02-09-2013,08-09-2013,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,United States,10011.0,US,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0.0,3.285,0.7,Medium
48240,31652,CA-2013-138520,09-04-2013,14-04-2013,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0.0,3.7996,0.69,Medium
48242,32137,CA-2012-100454,20-11-2012,25-11-2012,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,4,0.0,3.3408,0.69,Medium
48248,35038,CA-2013-137848,15-01-2013,21-01-2013,Standard Class,WB-21850,William Brown,Consumer,New York City,New York,United States,10011.0,US,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4,0.0,7.5992,0.69,Medium
48299,32583,CA-2012-124268,04-07-2012,08-07-2012,Standard Class,AD-10180,Alan Dominguez,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0.0,4.4892,0.68,Medium
48305,36474,CA-2013-123015,27-12-2013,31-12-2013,Standard Class,AJ-10795,Anthony Johnson,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.992,3,0.2,1.6848,0.68,High
48308,38221,CA-2012-137925,30-11-2012,04-12-2012,Standard Class,JL-15235,Janet Lee,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,23.66,7,0.0,10.8836,0.68,Medium
48349,31648,CA-2013-129714,02-09-2013,04-09-2013,First Class,AB-10060,Adam Bellavance,Home Office,New York City,New York,United States,10009.0,US,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,0.67,Critical
48371,40891,CA-2014-108931,15-09-2014,20-09-2014,Standard Class,HZ-14950,Henia Zydlo,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,11.56,2,0.0,5.6644,0.67,High
48372,41172,CA-2012-130855,29-12-2012,05-01-2013,Standard Class,RF-19840,Roy Französisch,Consumer,New York City,New York,United States,10035.0,US,East,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,6.36,2,0.0,0.0636,0.67,Medium
48413,32585,CA-2013-154711,23-11-2013,27-11-2013,Standard Class,TB-21355,Todd Boyes,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,0.2,4.1148,0.66,Medium
48466,38324,CA-2014-131653,30-01-2014,06-02-2014,Standard Class,RD-19585,Rob Dowd,Consumer,New York City,New York,United States,10011.0,US,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2,0.0,2.4012,0.65,Low
48522,35496,CA-2012-143105,10-12-2012,10-12-2012,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,United States,10024.0,US,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1,0.0,3.4357,0.64,High
48526,36879,CA-2013-161158,10-05-2013,14-05-2013,Standard Class,PS-18970,Paul Stevenson,Home Office,New York City,New York,United States,10024.0,US,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8.0,5,0.0,3.44,0.64,Medium
48573,32761,US-2013-104794,17-12-2013,20-12-2013,First Class,KD-16495,Keith Dawkins,Corporate,New York City,New York,United States,10009.0,US,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,2,0.0,1.8032,0.63,High
48574,33686,US-2012-127040,06-12-2012,10-12-2012,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.1104,0.63,High
48635,36699,CA-2014-123043,25-08-2014,30-08-2014,Standard Class,AH-10195,Alan Haines,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,0.2,7.71,0.62,Medium
48693,34580,CA-2011-159478,30-09-2011,06-10-2011,Standard Class,MH-17785,Maya Herman,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816,0.61,Medium
48741,32369,CA-2014-106943,15-11-2014,20-11-2014,Standard Class,FO-14305,Frank Olsen,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,0.2,3.024,0.6,Medium
48792,35122,CA-2012-140984,14-09-2012,18-09-2012,Standard Class,CC-12685,Craig Carroll,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.536,0.59,Medium
